C0001,C0001,67.84300602352042,32.15699397647958
C0001,C0002,67.78761061946904,32.21238938053098
C0001,C0003,62.632821723730814,37.367178276269186
C0001,C0004,65.56776556776556,34.43223443223443
C0001,C0005,87.67123287671232,12.32876712328767
C0001,C0006,58.16796598157335,41.83203401842665
C0001,C0007,55.393106119287374,44.606893880712626
C0001,C0008,79.45013979496738,20.54986020503262
C0001,C0009,66.29160806375997,33.70839193624004
C0001,C0010,66.88339835283918,33.11660164716081
C0001,C0011,59.74477958236659,40.25522041763341
C0001,C0012,74.09200968523002,25.907990314769975
C0001,C0013,61.91562143671607,38.08437856328392
C0001,C0014,68.52235712170565,31.477642878294343
C0001,C0015,75.31305903398928,24.686940966010734
C0001,C0016,63.6845269407079,36.3154730592921
C0001,C0017,67.78761061946904,32.21238938053098
C0001,C0019,70.61611374407583,29.383886255924168
C0001,C0020,59.05797101449275,40.94202898550724
C0001,C0021,78.87323943661971,21.12676056338028
C0001,C0022,48.853211009174316,51.146788990825684
C0001,C0023,44.4,55.60000000000001
C0001,C0024,40.57971014492754,59.42028985507246
C0001,C0025,35.11904761904761,64.88095238095238
C0001,C0026,62.22222222222222,37.77777777777778
C0001,C0027,58.951965065502186,41.04803493449782
C0001,C0028,75.82417582417582,24.175824175824175
C0001,C0029,73.7864077669903,26.21359223300971
C0001,C0030,79.41176470588235,20.588235294117645
C0001,C0031,68.2548794489093,31.7451205510907
C0001,C0032,70.03257328990227,29.967426710097723
C0001,C0033,70.60518731988472,29.394812680115272
C0001,C0034,56.75057208237986,43.24942791762014
C0001,C0035,45.796064400715565,54.203935599284435
C0001,C0036,59.60264900662252,40.397350993377486
C0001,C0037,30.373831775700932,69.62616822429906
C0001,C0038,67.48971193415639,32.510288065843625
C0001,C0039,62.708333333333336,37.291666666666664
C0001,C0040,56.88202247191011,43.11797752808989
C0001,C0041,51.979565772669226,48.020434227330774
C0001,C0042,53.552148564025046,46.447851435974954
C0001,C0043,33.33333333333333,66.66666666666666
C0001,C0044,59.70149253731343,40.298507462686565
C0001,C0045,71.79802955665025,28.201970443349754
C0001,C0046,68.58638743455498,31.413612565445025
C0001,C0047,72.0,28.000000000000004
C0001,C0048,41.56305506216697,58.43694493783303
C0001,C0049,85.25280898876404,14.747191011235955
C0001,C0050,70.83333333333334,29.166666666666668
C0001,C0051,83.04853041695146,16.95146958304853
C0001,C0052,78.04459691252144,21.955403087478558
C0001,C0053,88.3250532292406,11.674946770759403
C0001,C0054,81.25,18.75
C0001,C0055,83.83610986042324,16.16389013957677
C0001,C0056,74.27385892116183,25.72614107883817
C0001,C0057,68.72309899569584,31.276901004304158
C0001,C0058,86.79245283018868,13.20754716981132
C0001,C0059,69.1988950276243,30.801104972375693
C0001,C0060,66.3716814159292,33.6283185840708
C0001,C0061,64.82758620689654,35.172413793103445
C0001,C0062,75.17241379310344,24.82758620689655
C0001,C0063,61.371841155234655,38.628158844765345
C0001,C0064,65.40880503144653,34.59119496855346
C0001,C0065,71.9298245614035,28.07017543859649
C0001,C0066,74.35897435897436,25.64102564102564
C0001,C0067,64.65306122448979,35.3469387755102
