C0001,C0038,1.3333333333333333
C0001,C0038,1.3333333333333333
C0001,C0039,2.3333333333333335
C0001,C0039,1.6666666666666667
C0001,C0039,2.0
C0001,C0042,1.6666666666666667
C0001,C0042,1.6666666666666667
C0001,C0042,1.0
C0001,C0042,1.0
C0001,C0042,1.0
C0001,C0057,1.5
C0001,C0061,1.3333333333333333
C0001,C0061,1.3333333333333333
C0001,C0061,1.3333333333333333
C0001,C0061,1.6666666666666667
C0001,C0061,1.3333333333333333
C0001,C0061,1.6666666666666667
C0001,C0061,1.6666666666666667
C0001,C0061,3.6666666666666665
C0001,C0061,1.0
C0001,C0062,1.3333333333333333
C0001,C0062,1.0
C0001,C0098,2.0
C0001,C0105,1.3333333333333333
C0001,C0105,1.3333333333333333
C0001,C0105,1.3333333333333333
C0001,C0107,1.3333333333333333
C0001,C0107,1.3333333333333333
C0001,C0107,1.3333333333333333
C0001,C0107,1.3333333333333333
C0001,C0107,1.6666666666666667
C0001,C0107,1.3333333333333333
C0001,C0107,1.3333333333333333
C0001,C0107,1.6666666666666667
C0001,C0107,1.6666666666666667
C0001,C0107,2.0
C0001,C0107,1.3333333333333333
C0001,C0107,1.3333333333333333
C0001,C0107,1.0
C0001,C0107,1.6666666666666667
C0001,C0107,1.6666666666666667
C0001,C0108,2.75
C0001,C0122,1.5
C0001,C0136,1.25
C0001,C0140,2.0
C0001,C0140,1.3333333333333333
C0001,C0140,2.3333333333333335
C0001,C0144,2.0
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0001,C0144,1.5
C0005,C0001,1.2
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.5
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,3.0
C0005,C0005,2.5
C0005,C0005,3.0
C0005,C0005,1.0
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,1.0
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,2.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,2.0
C0005,C0005,3.5
C0005,C0005,2.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.0
C0005,C0005,1.6666666666666667
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,3.0
C0005,C0005,2.0
C0005,C0005,1.0
C0005,C0005,2.5
C0005,C0005,1.5
C0005,C0005,2.5
C0005,C0005,2.5
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,3.0
C0005,C0005,1.0
C0005,C0005,2.0
C0005,C0005,1.0
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.0
C0005,C0005,2.0
C0005,C0005,2.0
C0005,C0005,2.5
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,2.0
C0005,C0005,2.5
C0005,C0005,1.5
C0005,C0005,2.5
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,1.5
C0005,C0005,1.5
C0005,C0005,1.0
C0005,C0005,1.0
C0005,C0005,1.5
C0005,C0005,2.5
C0005,C0005,1.0
C0005,C0005,1.5
C0005,C0005,2.0
C0005,C0005,2.0
